Item;r_object_id;i_antecedent_id;i_chronicle_id;r_version_label;r_creation_date;i_has_folder;a_content_type;r_link_cnt;object_name;numero_vale;subject;title;r_object_type;codigo_site;fase;id_projeto;id_empresa_projeto;id_subarea;codigo_disciplina;r_is_virtual_doc;documento_fornecedor;numero_documento_base;area_funcional;revisao;sigla_idioma;numero_paginas;nome_formato;sigla_finalidade_devolucao;id_tag;tag_antigo;numero_ld;localizacao_acervo;sigla_tipo_emissao;confidencial;numero_vale_antigo;observacoes;data_emissao_prevista;data_emissao_reprog;data_emissao_realiz;avanco_fisico;codigo_atividade;item_contrato;medicao;coringa;substituto;padronizado;livre;data_reuniao;localidade;data_envio;nome_remetente;nome_destinatario;sigla_fluido;sigla_especificacao;sequencial_linha;equipamento;rc_referencia;rp_referencia;rt_referencia;numero_contrato;numero_contratada;id_empresa_contratada;server_path
85;09035f518222dd61;09035f518222dd5f;09035f518222dd54;CURRENT|1.2;24/07/2015 15:35:20;1;acad;0;8332PZ-E-00014_REV_2.DWG;8332PZ-E-00014;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - DISTRIBUICAO DE FORCA E CONTROLE - PLANTAS - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;2;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;24/11/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.4A;;1;GRDC-1677/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/3a.dwg
86;09035f518222dd55;0000000000000000;09035f518222dd55;1.0;24/07/2015 15:35:21;0;acad;0;8332PZ-E-00015_REV_0.DWG;8332PZ-E-00015;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - DISTRIBUICAO DE FORCA E CONTROLE - CORTE - PLANTAS - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;0;;1;A1;;0000000000000000;;LD-832C-98-31030;;B;0;;;nulldate;nulldate;16/09/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.4;;1;GRDC-1286/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/3b.dwg
87;09035f518222dd63;09035f518222dd55;09035f518222dd55;1.1;24/07/2015 15:35:22;0;acad;0;8332PZ-E-00015_REV_1.DWG;8332PZ-E-00015;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - DISTRIBUICAO DE FORCA E CONTROLE - CORTE - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;1;;1;A1;;0000000000000000;;LD-832C-98-31030;;C;0;;;nulldate;nulldate;10/10/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.4A;;1;GRDC-1428/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/3c.dwg
88;09035f518222dd65;09035f518222dd63;09035f518222dd55;CURRENT|1.2;24/07/2015 15:35:23;1;acad;0;8332PZ-E-00015_REV_2.DWG;8332PZ-E-00015;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - DISTRIBUICAO DE FORCA E CONTROLE - CORTE - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;2;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;24/11/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.4A;;1;GRDC-1677/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/3d.dwg
89;09035f518222dd56;0000000000000000;09035f518222dd56;1.0;24/07/2015 15:35:24;0;acad;0;8332PZ-E-00016_REV_0.DWG;8332PZ-E-00016;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA PRELIMINAR DE CABOS - PLANTA 2/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;04/12/2014 00:00:00;0;;;MEASURED_100;EVENTO 62;;1;GRDC-1783/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/3e.dwg
90;09035f518222dd67;09035f518222dd56;09035f518222dd56;1.1;24/07/2015 15:35:25;0;acad;0;8332PZ-E-00016_REV_1.DWG;8332PZ-E-00016;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA PRELIMINAR DE CABOS - PLANTA 2/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;08/01/2015 00:00:00;0;;;MEASURED_100;EVENTO 62;;0;GRDC-0182/15, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/40.dwg
91;09035f518222dd69;09035f518222dd67;09035f518222dd56;1.2;24/07/2015 15:35:26;0;acad;0;8332PZ-E-00016_REV_2.DWG;8332PZ-E-00016;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA PRELIMINAR DE CABOS - PLANTA 2/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;2;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;19/02/2015 00:00:00;0;;;MEASURED_100;EVENTO 62;;1;GRDC-0265/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/42.dwg
92;09035f518222dd6b;09035f518222dd69;09035f518222dd56;CURRENT|1.3;24/07/2015 15:35:27;1;acad;0;8332PZ-E-00016_REV_3.DWG;8332PZ-E-00016;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA PRELIMINAR DE CABOS - PLANTA 2/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;3;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;10/04/2015 00:00:00;0;;;MEASURED_100;EVENTO 62;;1;GRDC-0528/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/43.dwg
93;09035f518222dd57;0000000000000000;09035f518222dd57;1.0;24/07/2015 15:35:28;0;acad;0;8332PZ-E-00017_REV_0.DWG;8332PZ-E-00017;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA PRELIMINAR DE CABOS - PLANTA 3/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;04/12/2014 00:00:00;0;;;MEASURED_100;EVENTO 63;;1;GRDC-1783/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/44.dwg
94;09035f518222dd6d;09035f518222dd57;09035f518222dd57;1.1;24/07/2015 15:35:29;0;acad;0;8332PZ-E-00017_REV_1.DWG;8332PZ-E-00017;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA PRELIMINAR DE CABOS - PLANTA 3/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;08/01/2015 00:00:00;0;;;MEASURED_100;EVENTO 63;;0;GRDC-0182/15, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/45.dwg
95;09035f518222dd6f;09035f518222dd6d;09035f518222dd57;1.2;24/07/2015 15:35:30;0;acad;0;8332PZ-E-00017_REV_2.DWG;8332PZ-E-00017;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA PRELIMINAR DE CABOS - PLANTA 3/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;2;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;18/02/2015 00:00:00;0;;;MEASURED_100;EVENTO 63;;1;GRDC-0265/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/46.dwg
96;09035f518222dd71;09035f518222dd6f;09035f518222dd57;1.3|CURRENT;24/07/2015 15:35:30;1;acad;0;8332PZ-E-00017_REV_3.DWG;8332PZ-E-00017;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA PRELIMINAR DE CABOS - PLANTA 3/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;3;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;22/04/2015 00:00:00;0;;;MEASURED_100;EVENTO 63;;1;GRDC-0528/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/48.dwg
97;09035f518222dd58;0000000000000000;09035f518222dd58;1.0;24/07/2015 15:35:31;0;acad;0;8332PZ-E-00018_REV_0.DWG;8332PZ-E-00018;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA PRELIMINAR DE CABOS - PLANTA 4/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;04/12/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 64;;1;GRDC-1783/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/49.dwg
98;09035f518222dd73;09035f518222dd58;09035f518222dd58;1.1;24/07/2015 15:35:32;0;acad;0;8332PZ-E-00018_REV_1.DWG;8332PZ-E-00018;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA PRELIMINAR DE CABOS - PLANTA 4/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;09/01/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 64;;0;GRDC-0182/15, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/4a.dwg
99;09035f518222dd75;09035f518222dd73;09035f518222dd58;1.2|CURRENT;24/07/2015 15:35:33;1;acad;0;8332PZ-E-00018_REV_2.DWG;8332PZ-E-00018;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - ROTA PRELIMINAR DE CABOS - PLANTA 4/4 - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;2;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;13/02/2015 00:00:00;0;;;MEASURED_100;EVENTO 64;;1;GRDC-0265/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/4b.dwg
100;09035f518222dd59;0000000000000000;09035f518222dd59;1.0;24/07/2015 15:35:34;0;acad;0;8332PZ-E-00019_REV_0.DWG;8332PZ-E-00019;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - GALPAO DE PERIDUR - CASA DE UTILIDADES - ADEQUACAO - ATERRAMENTO - PLANTA E CORTE - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;05/12/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 60;;1;GRDC-1783/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/4c.dwg
101;09035f518222dd78;09035f518222dd59;09035f518222dd59;1.1;24/07/2015 15:35:35;0;acad;0;8332PZ-E-00019_REV_1.DWG;8332PZ-E-00019;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - GALPAO DE PERIDUR - CASA DE UTILIDADES - ADEQUACAO - ATERRAMENTO - PLANTA E CORTE - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;07/01/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 60;;1;GRDC-0178/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/4d.dwg
102;09035f518222dd7a;09035f518222dd78;09035f518222dd59;1.2;24/07/2015 15:35:36;0;acad;0;8332PZ-E-00019_REV_2.DWG;8332PZ-E-00019;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - GALPAO DE PERIDUR - CASA DE UTILIDADES - ADEQUACAO - ATERRAMENTO - PLANTA E CORTE - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;2;;1;A1;;;;LD-832P-98-31060;;C;0;;EM REV THIAGO_MENDONCA-GEDIP-PREV. RETORNO 09/09/2015;nulldate;nulldate;03/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 60;;1;GRDC-0358/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/50.dwg
103;09035f51822e55fe;09035f518222dd7a;09035f518222dd59;CURRENT|1.3;21/08/2015 12:15:17;1;acad;0;8332PZ-E-00019_REV_3.DWG;8332PZ-E-00019;CADASTRARFICHACHECKIN;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - GALPAO DE PERIDUR - CASA DE UTILIDADES - ADEQUACAO - ATERRAMENTO - PLANTA E CORTE - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;3;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;21/08/2015 12:15:14;0;;;MEASURED_PARTIAL;EVENTO 60;;1;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8b/45/ca.dwg
104;09035f518222dd5a;0000000000000000;09035f518222dd5a;1.0;24/07/2015 15:35:37;0;acad;0;8332PZ-E-00020_REV_0.DWG;8332PZ-E-00020;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - GALPAO DE PERIDUR - CASA DE UTILIDADES - ADEQUACAO - ILUMINACAO - PLANTA E CORTE - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;0;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;04/12/2014 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 61;;1;GRDC-1783/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/51.dwg
105;09035f518222dd7f;09035f518222dd5a;09035f518222dd5a;1.1;24/07/2015 15:35:39;0;acad;0;8332PZ-E-00020_REV_1.DWG;8332PZ-E-00020;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - GALPAO DE PERIDUR - CASA DE UTILIDADES - ADEQUACAO - ILUMINACAO - PLANTA E CORTE - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;1;;1;A1;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;07/01/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 61;;1;GRDC-0178/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/53.dwg
106;09035f518222dd82;09035f518222dd7f;09035f518222dd5a;1.2;24/07/2015 15:35:41;0;acad;0;8332PZ-E-00020_REV_2.DWG;8332PZ-E-00020;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - GALPAO DE PERIDUR - CASA DE UTILIDADES - ADEQUACAO - ILUMINACAO - PLANTA E CORTE - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;2;;1;A1;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;28/02/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 61;;0;GRDC-0358/15, CP, CD;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/54.dwg
107;09035f518222dd84;09035f518222dd82;09035f518222dd5a;1.3;24/07/2015 15:35:41;0;acad;0;8332PZ-E-00020_REV_3.DWG;8332PZ-E-00020;LEGADO - V1.0.20150324;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - GALPAO DE PERIDUR - CASA DE UTILIDADES - ADEQUACAO - ILUMINACAO - PLANTA E CORTE - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;3;;1;A1;;;;LD-832P-98-31060;;C;0;;EM REV THIAGO_MENDONCA-GEDIP-PREV. RETORNO 09/09/2015;nulldate;nulldate;06/04/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 61;;1;GRDC-0410/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/55.dwg
108;09035f51822e57e7;09035f518222dd84;09035f518222dd5a;CURRENT|1.4;21/08/2015 12:21:42;1;acad;0;8332PZ-E-00020_REV_4.DWG;8332PZ-E-00020;CADASTRARFICHACHECKIN;USINA 3 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - GALPAO DE PERIDUR - CASA DE UTILIDADES - ADEQUACAO - ILUMINACAO - PLANTA E CORTE - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60383;E;0;0;;;4;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;21/08/2015 12:21:38;0;;;;;;0;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8b/46/12.dwg
109;09035f518222dd5b;0000000000000000;09035f518222dd5b;1.0;24/07/2015 15:35:42;0;acad;0;8332PZ-J-00004_REV_0.DWG;8332PZ-J-00004;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - SUBESTACAO 3SEP - SISTEMA DE AUTOMACAO - CONFIGURACAO - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;J;0;0;;;0;;1;A1;;0000000000000000;3SEP;LD-832C-98-31030;;B;0;;;nulldate;nulldate;15/08/2014 00:00:00;0;;;MEASURED_100;EVENTO 2.2;;1;GRDC-1090/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/56.dwg
110;09035f518222dd88;09035f518222dd5b;09035f518222dd5b;1.1|CURRENT;24/07/2015 15:35:43;1;acad;0;8332PZ-J-00004_REV_1.DWG;8332PZ-J-00004;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - SUBESTACAO 3SEP - SISTEMA DE AUTOMACAO - CONFIGURACAO - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;J;0;0;;;1;;1;A1;;;3SEP;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;03/09/2014 00:00:00;0;;;MEASURED_100;EVENTO 2.2;;1;GRDC-1161/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/57.dwg
111;09035f518222dd5c;0000000000000000;09035f518222dd5c;1.0;24/07/2015 15:35:44;0;acad;0;8332PZ-J-00006_REV_0.DWG;8332PZ-J-00006;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - LOCACAO DE INSTRUMENTOS - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;J;0;0;;;0;;1;A1;;0000000000000000;;LD-832C-98-31030;;B;0;;;nulldate;nulldate;21/08/2014 00:00:00;0;;;MEASURED_100;EVENTO 2.3;;1;GRDC-1113/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/58.dwg
112;09035f518222dd8b;09035f518222dd5c;09035f518222dd5c;1.1;24/07/2015 15:35:45;0;acad;0;8332PZ-J-00006_REV_1.DWG;8332PZ-J-00006;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - LOCACAO DE INSTRUMENTOS - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;J;0;0;;;1;;1;A1;;;;LD-832C-98-31030;;C;0;;EM REV THIAGO_MENDONCA-GEDIP-PREV. RETORNO 09/09/2015;nulldate;nulldate;05/09/2014 00:00:00;0;;;MEASURED_100;EVENTO 2.3;;1;GRDC-1161/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/59.dwg
113;09035f51822e5813;09035f518222dd8b;09035f518222dd5c;CURRENT|1.2;21/08/2015 12:24:21;1;acad;0;8332PZ-J-00006_REV_2.DWG;8332PZ-J-00006;CADASTRARFICHACHECKIN;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - LOCACAO DE INSTRUMENTOS - CORTES - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;J;0;0;;;2;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;21/08/2015 12:24:17;0;;;;;;0;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8b/46/25.dwg
114;09035f518222dd5d;0000000000000000;09035f518222dd5d;1.0;24/07/2015 15:35:46;0;acad;0;8332PZ-J-00007_REV_0.DWG;8332PZ-J-00007;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - LOCACAO DE INSTRUMENTOS - PLANTAS - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;J;0;0;;;0;;1;A1;;0000000000000000;;LD-832C-98-31030;;B;0;;;nulldate;nulldate;21/08/2014 00:00:00;0;;;MEASURED_100;EVENTO 2.3;;1;GRDC-1113/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/5a.dwg
115;09035f518222dd8d;09035f518222dd5d;09035f518222dd5d;1.1;24/07/2015 15:35:47;0;acad;0;8332PZ-J-00007_REV_1.DWG;8332PZ-J-00007;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - LOCACAO DE INSTRUMENTOS - PLANTAS - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;J;0;0;;;1;;1;A1;;;;LD-832C-98-31030;;C;0;;EM REV THIAGO_MENDONCA-GEDIP-PREV. RETORNO 09/09/2015;nulldate;nulldate;05/09/2014 00:00:00;0;;;MEASURED_100;EVENTO 2.3;;1;GRDC-1161/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/5c.dwg
116;09035f51822e585c;09035f518222dd8d;09035f518222dd5d;CURRENT|1.2;21/08/2015 12:26:39;1;acad;0;8332PZ-J-00007_REV_2.DWG;8332PZ-J-00007;CADASTRARFICHACHECKIN;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - LOCACAO DE INSTRUMENTOS - PLANTAS - PROJETO BASICO;engdo_dg;PZ;FEL3;08035f51820be007;08035f518222b071;08035f5181f60383;J;0;0;;;2;;1;A1;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;21/08/2015 12:26:36;0;;;;;;0;+, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/8b/46/43.dwg
117;09035f518222dd8e;0000000000000000;09035f518222dd8e;1.0;24/07/2015 15:35:47;0;acad;0;8332PZ-J-00005_REV_0.DWG;8332PZ-J-00005;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - SUBESTACAO 3SEP - DIAGRAMA UNIFILAR DE CONTROLE - PROJETO BASICO;engdo_du;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;J;0;0;;;0;;1;A1;;0000000000000000;3SEP;LD-832C-98-31030;;B;0;;;nulldate;nulldate;19/08/2014 00:00:00;0;;;MEASURED_100;EVENTO 2.3;;1;GRDC-1113/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/5d.dwg
118;09035f518222dd99;09035f518222dd8e;09035f518222dd8e;CURRENT|1.1;24/07/2015 15:35:48;1;acad;0;8332PZ-J-00005_REV_1.DWG;8332PZ-J-00005;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - SUBESTACAO 3SEP - DIAGRAMA UNIFILAR DE CONTROLE - PROJETO BASICO;engdo_du;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;J;0;0;;;1;;1;A1;;;3SEP;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;09/09/2014 00:00:00;0;;;MEASURED_100;EVENTO 2.3;;1;GRDC-1210/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/2d/5e.dwg
